Galactocentric Raidus,Cluster Metallicity,Number of Objects in the Cluster,Cluster Mass,Observational Core Radius,Observational Half-Light Radius,Central Surface Brightness Total,Binary Fraction,Half-Mass Relaxation Time,Total Luminosity of Cluster at 12 Gyrs,Central Velocity Dispersion 3d,Total V-band luminosity,Central surface brightness from King 62 fitting of cumulative luminosity profile from snap-2D.dat,Core radius obtained from King 62 fitting of snap-2D.dat,Half-light radius obtained from King 62 fitting,Total luminosity from snap-2D,Single Black Holes,Binary Black Holes,Black Hole Other Count,Mass of Most Massive Black Hole,Fallback Enabled,Central Velocity Dispersion,,
49.25811888,0.001,34273,11781.389,2.5024465,5.70018162,40.9392771,0.0917048,4278.94552,5109.41585,1.12718299,4114.71,55.96108828,3.014811232,5.07468,4114.71,1,0,0,10.0082019,1,0.818138,45.44,148.04
17.41537494,0.001,9407,4360.66922,0.122375876,1.50962868,360.065191,0.0723929,775.025006,2687.5249,1.8293618,2135.83,1300.018675,0.264669364,1.50571,2135.83,0,0,0,0,0,0.886132,1743.9,6174.5
17.41537494,0.001,9591,4397.4819,0.321643029,2.57789448,356.830302,0.0747576,730.515787,2821.43022,1.42562459,2387.63,355.7682007,0.570482426,2.8342,2387.63,0,0,0,0,1,0.835727,701.08,2475.8
17.41537494,0.001,9376,4366.38544,0.171478183,3.25731888,211.387269,0.084151,772.364594,2759.20463,1.72038042,2032.96,133.6747582,0.903942812,3.86694,2032.96,0,0,0,0,0,0.893801,425.8,1240.8
17.41537494,0.001,9546,4485.494,0.472924589,1.72552645,281.689746,0.0993086,698.351053,3330.47349,1.76356367,2517.26,486.7023936,0.565332297,1.98968,2517.26,0,0,0,0,1,1.21709,494.31,1249.9
49.25811888,0.001,13443,5104.01634,1.40984614,6.01204131,31.7580528,0.0950681,2900.09703,2323.56531,1.23637824,1974.97,37.87868407,3.15204,9.45612,1974.97,0,0,0,0,0,0.571052,125.41,135.6
49.25811888,0.001,9626,3802.52106,5.08893031,8.61055555,4.00229142,0.101392,3191.75146,1542.27418,1.01885636,1246.15,14.02558279,2.839153107,9.6052,1246.15,0,0,0,0,1,0.545023,8.3085,28.332
49.25811888,0.001,30073,10401.3755,0.507230646,4.90782209,164.797269,0.0776777,3405.24944,4423.67739,1.5736201,3383.47,112.3436822,1.32890342,4.66381,3383.47,0,0,0,0,0,0.731369,264.25,930.07
49.25811888,0.001,30464,10531.8883,0.955839715,11.6136829,129.475813,0.0827206,3207.57595,8670.5379,1.70041702,5630.57,128.878687,1.054404038,11.4434,5630.57,0,0,0,0,1,0.825088,172.17,478.69
49.25811888,0.001,30337,10551.1405,0.140588009,7.80086672,284.714863,0.0863302,4692.36064,5166.32761,1.46550095,3820.67,66.28782893,1.824521268,8.56819,3820.67,0,0,0,0,0,0.930903,676.38,866.79
49.25811888,0.001,29602,10288.5883,1.42320427,10.6527765,23.2161912,0.090298,5082.51371,4679.135,1.00371523,3484.32,29.84342076,4.04562005,8.66118,3484.32,0,0,1,11.2160094,1,0.749473,35.751,129.99
16.60453002,0.02,7190,3804.56887,0.499091057,1.32170062,322.05957,0.242976,563.740529,2171.95786,1.76983926,1457.03,549.3616331,0.379161054,1.81427,1457.03,0,0,0,0,0,1.13846,909.51,1253.1
16.60453002,0.02,6828,3714.23365,0.1800863,2.1706277,271.236887,0.242531,550.654867,2740.38602,1.34408651,1728.82,368.5429097,0.307525388,3.30642,1728.82,0,0,0,0,1,0.975464,1362.8,1560.1
16.60453002,0.02,10122,5147.7555,0.151389122,3.22434576,223.841423,0.275341,806.42966,2815.95381,1.46678922,1818.22,242.5629442,0.486553765,3.88911,1818.22,0,0,0,0,0,1.04743,917.08,909.88
16.60453002,0.02,9598,4943.0082,0.130353411,2.33314582,158.507283,0.271098,774.429483,2901.46472,1.48029525,1883.78,735.2158028,0.331709927,2.30038,1883.78,0,0,0,0,1,1.01302,644.74,728.35
46.96470311,0.02,9852,4399.68927,6.18246011,10.7445387,1.15102335,0.290702,4250.48361,2051.55454,1.01231814,1315.27,3.414766137,4.4871,13.4613,1315.27,0,0,0,0,0,0.469351,3.1862,17.023
46.96470311,0.02,7923,3664.2402,6.70608554,10.6377664,0.864110982,0.308721,4088.43794,1438.20668,0.958531852,983.013,3.324130787,3.683333333,11.05,983.013,0,0,0,0,1,0.473054,2.3911,12.846
46.96470311,0.02,29272,11230.0705,0.276991301,2.42629167,265.235018,0.248599,3026.37435,5161.5321,2.00942057,3047.72,725.381442,0.42592293,2.95662,3047.72,0,0,0,0,0,0.980587,962.5,1334.3
46.96470311,0.02,29283,11253.3068,0.647057011,3.41939803,152.213992,0.251545,3130.29158,4566.86429,1.66738521,2822.07,371.3264146,0.533559076,3.98431,2822.07,0,0,0,0,1,0.920592,354.49,590.97
46.96470311,0.02,32818,12574.6536,0.956629231,3.81301247,60.7954828,0.265037,4190.42475,5123.81283,1.55279289,3083.17,152.8390631,1.342943054,2.94673,3083.17,0,0,0,0,0,0.853206,182.82,315.64
46.96470311,0.02,32870,12579.137,0.3311615,4.1839308,51.7311518,0.266839,4160.83029,4634.8226,1.87287792,3301.5,237.857075,1.025087469,2.94461,3301.5,0,0,0,0,1,0.894511,220.24,290.9
16.60453002,0.02,6257,3394.19391,0.411702526,1.49195058,272.541166,0.239732,482.176085,2126.92434,1.50035779,1471.17,675.9801207,0.299425764,1.61168,1471.17,0,0,0,0,0,0.97552,704.68,631.71
16.60453002,0.02,6000,3268.97288,0.26823927,1.92695277,294.711983,0.248667,468.243944,1504.84415,1.53093892,1051.84,896.9644934,0.212764737,1.8222,1051.84,0,0,0,0,1,0.877103,628.87,1178.4
16.60453002,0.02,10732,5355.55429,0.344571127,2.6041442,306.609955,0.266306,838.100487,2716.86854,1.87872875,1799.15,621.9099707,0.332762371,2.46393,1799.15,0,0,0,0,0,0.975172,939.47,1426.2
16.60453002,0.02,11226,5533.97759,0.208273865,2.63782795,238.119591,0.264743,907.863522,2765.2013,1.7325165,1884.43,315.0140609,0.637243566,2.88536,1884.43,0,0,0,0,1,1.04537,867.03,1293.4
46.96470311,0.02,28237,10838.4761,0.432155631,2.69526945,471.895401,0.244998,2651.547,4465.87259,1.53582495,2720.13,478.5895757,0.482186513,3.0758,2720.13,0,0,0,0,0,0.955008,756.79,1432.1
46.96470311,0.02,28675,11015.8491,0.253158837,2.40013051,320.719955,0.245963,2661.18311,4166.5368,1.76093661,2931.11,572.2713345,0.463536017,2.71472,2931.11,0,0,0,0,1,1.05266,875.44,1017.2
46.96470311,0.02,34260,13037.9556,0.765037681,3.28745916,49.7555894,0.265295,3660.91135,5325.91959,1.84142943,3255.5,205.3611056,0.948132441,3.30684,3255.5,0,0,0,0,0,1.0591,260.46,305.03
46.96470311,0.02,34215,13059.3932,1.1557729,4.76173454,59.9985279,0.265322,3712.53972,4881.47447,1.43424507,3324.17,64.93089272,3.396312254,3.48638,3324.17,1,0,0,9.04756963,1,1.07564,82.518,220.47
16.60453002,0.02,7643,3956.52515,0.41582116,2.82630532,108.812153,0.232369,627.034511,2162.12059,1.31048232,1352.55,142.2734077,0.746782131,2.57703,1352.55,0,0,0,0,0,0.711597,266.97,527.67
16.60453002,0.02,6530,3494.18695,0.245392782,1.70405422,167.730794,0.245176,562.568182,2104.83227,1.57696047,1306.38,337.2628151,0.46967541,2.08528,1306.38,0,0,0,0,1,1.11678,413.17,1238.6
16.60453002,0.02,6347,3509.72775,0.415109654,1.52418474,135.29647,0.268316,572.931031,1453.76771,1.30422078,1026.07,238.7606057,0.497770767,1.80688,1026.07,0,0,0,0,0,0.843024,330.23,713.18
16.60453002,0.02,928,808.634891,0.194758928,4.41425649,2.98900612,0.248922,191.020046,300.465372,0.476560283,224.902,3.244647501,2.424653072,3.90043,224.902,0,0,1,210.636174,1,1.10666,19.043,1014.5
46.96470311,0.02,11014,4747.8104,0.429188312,4.92400651,7.31542388,0.286,2568.83148,1970.63785,0.94532346,1242.18,110.5252406,0.638333036,5.58195,1242.18,0,0,0,0,0,0.667293,163.21,91.98
46.96470311,0.02,10766,4716.73169,0.490010066,7.16862039,2.62341265,0.295189,2897.40707,1783.82904,0.704311443,1171.08,12.23031535,2.354221715,5.73909,1171.08,1,0,1,13.0356119,1,0.503855,9.6122,74.779
46.96470311,0.02,29437,11141.7781,0.491014003,3.45288706,135.807137,0.243877,3756.02843,4387.86525,1.60810741,2726.64,305.1248371,0.627542769,3.36654,2726.64,0,0,0,0,0,0.94747,363.18,561.03
46.96470311,0.02,29940,11358.0202,0.505233491,4.00338439,99.0684544,0.250902,3740.26192,4299.15915,1.48881982,3089.52,206.7061348,0.985161477,4.36315,3089.52,1,0,0,9.89009896,1,0.883018,264.51,419.59
46.96470311,0.02,29282,11257.8146,0.847384015,5.39081694,50.0068771,0.265761,4749.49542,5036.07029,1.26931327,2855.92,215.272458,-0.939506481,4.23909,2855.92,0,0,0,0,0,0.741438,145.6,220.56
46.96470311,0.02,29040,11176.6356,1.17552916,6.46144905,34.2858085,0.264222,4833.92246,4272.88725,1.49447142,2652.24,133.8279198,0.905510324,5.49873,2652.24,0,0,0,0,1,0.729438,75.077,149.42
14.2525308,0.02,14886,7086.80247,0.534255256,2.00320246,264.431188,0.26488,895.311704,3239.35516,1.88112513,2148.79,455.3013358,0.505678348,2.34775,2148.79,0,0,0,0,0,1.21762,505.86,954.96
14.2525308,0.02,13596,6615.207,0.128743269,2.67935148,306.471108,0.275743,892.999988,3701.00192,1.64509888,2338.46,783.5357823,0.324564756,2.85488,2338.46,0,0,0,0,1,0.929295,1256,1497.4
14.2525308,0.02,17542,8489.37123,0.266477862,3.08983424,231.731115,0.340782,1189.5226,4304.91786,2.04548807,2781.5,518.5152721,0.43587214,3.61466,2781.5,0,0,0,0,0,1.04781,726.66,1237.2
14.2525308,0.02,17473,8531.25089,0.436624744,2.96712623,205.280663,0.340983,1158.02874,4058.784,2.17526588,2638.33,481.327365,0.338430469,2.91476,2638.33,0,0,0,0,1,1.26293,723.43,1178.7
5.03903059,0.02,247,2536.5289,0.916954574,1.71621202,1.62126254,0.255061,2.49E-05,57.1997264,0.332307101,41.4161,0.117849597,0.590276667,1.77083,41.4161,0,0,1,2409.55061,1,1.20482,3.6037,105.56
40.31224472,0.02,15173,7924.6353,7.62834227,10.2637861,0.704237841,0.633823,4676.20458,2868.92005,1.20420965,1864.32,7.102520423,3.838768332,11.3035,1864.32,0,0,0,0,0,0.612511,3.8422,21.405
40.31224472,0.02,13708,7387.55485,5.64373428,11.3203849,0.412153357,0.649912,4912.74626,2786.13661,0.543005428,1773.85,3.873672049,8.604024778,12.1218,1773.85,2,1,0,21.5448208,1,0.573916,4.2793,27.57
40.31224472,0.02,42468,16211.0149,0.165599959,3.74886075,197.334924,0.32448,3360.5135,9152.56231,1.78164327,3907.53,389.0409483,0.627364292,3.93488,3907.53,0,0,0,0,0,1.09727,980.57,1350.9
40.31224472,0.02,42784,16353.1127,0.107438871,2.80865995,254.548445,0.328137,3431.8059,8630.12999,1.91894055,4165.31,766.4686113,0.482054051,2.94476,4165.31,0,0,0,0,1,1.14656,1917.8,997.52
40.31224472,0.02,44975,18275.6541,1.13493264,3.442906,91.9826237,0.425548,4420.03394,7432.77542,1.58008501,4234.54,216.9657046,1.048111787,4.37608,4234.54,0,0,0,0,0,1.07159,215.57,412.21
40.31224472,0.02,44557,18170.3976,1.8563434,4.3689813,53.5897931,0.430819,4600.85726,7446.61279,1.38613864,4344.22,171.2484681,1.227500675,5.00118,4344.22,0,0,0,0,1,0.995987,131.35,302.46
14.2525308,0.02,13603,6514.60512,0.099690628,2.85810891,308.568147,0.261633,855.785824,2922.91476,1.71355292,1908.53,309.0171293,0.525852454,2.74102,1908.53,0,0,0,0,0,1.03339,1316.6,1976.7
14.2525308,0.02,13962,6620.62191,0.183340294,2.88806789,413.607606,0.263429,887.101169,3333.94801,1.8175842,2117.46,515.3221878,0.368315004,2.43995,2117.46,0,0,0,0,1,1.01124,2015,1829
14.2525308,0.02,19707,9258.07342,0.300377077,2.91299236,252.754707,0.325874,1256.02695,4292.19541,1.87590343,2765.98,682.9104494,0.38073719,2.98898,2765.98,0,0,0,0,0,1.27012,934.36,1439.9
14.2525308,0.02,19484,9162.30325,0.16460675,2.5309236,202.112444,0.325344,1253.7109,4403.62427,1.45674259,2806.5,394.2981386,0.630109038,2.5205,2806.5,0,0,0,0,1,1.12947,766.23,1060.1
40.31224472,0.02,42211,15932.622,0.340418739,3.01862455,298.103113,0.309516,3203.13717,5497.7664,2.36125187,3465.13,375.1373963,0.668777495,3.40696,3465.13,0,0,0,0,0,1.33503,822.58,1582.7
40.31224472,0.02,42627,16126.2102,0.39041014,3.0850686,294.239473,0.310695,3216.46024,6177.77439,2.27885162,3615.66,1831.645354,0.250896851,3.11748,3615.66,0,0,0,0,1,1.33255,960.98,1421.5
40.31224472,0.02,46866,18717.1047,1.41447149,3.94096084,59.2428939,0.405561,3925.9785,6575.67372,2.22349292,4029.05,182.3242358,1.134548967,3.82316,4029.05,0,0,0,0,0,1.08931,144.59,458.8
40.31224472,0.02,46413,18649.1667,1.58172568,3.87138468,43.8964295,0.413979,3960.36442,8557.10481,1.756565,4635.69,161.7254099,1.505900017,3.81949,4635.69,1,0,0,9.92689812,1,1.16211,178.81,348.86
14.2525308,0.02,14594,6783.79059,0.250106336,1.99636431,399.550217,0.255859,992.29773,3607.60586,1.54032319,2271.06,688.5640039,0.36916516,2.69227,2271.06,0,0,0,0,0,1.15213,1003.7,1173
14.2525308,0.02,12775,6537.41943,0.077727046,5.16125992,37.3076851,0.248767,1061.8063,2483.0868,1.08179539,1689.1,21.22840512,3.83898173,5.1201,1689.1,0,0,1,888.900274,1,3.36274,119.53,695.5
14.2525308,0.02,15250,7587.30714,0.118809444,2.46719396,258.552931,0.320918,1011.82426,3966.46575,1.72677573,2560.65,637.9240879,0.377639035,2.80167,2560.65,0,0,0,0,0,1.04685,1328.4,1543.8
14.2525308,0.02,14547,7295.27476,0.080693179,5.79828501,328.508871,0.323366,1003.69162,3826.80238,1.75084399,2495.52,480.2655141,0.448914836,2.69539,2495.52,0,0,0,0,1,1.08991,2344.9,1693.4
40.31224472,0.02,19458,9114.15487,1.12350452,5.64816173,6.40226212,0.518501,3462.75502,5964.41528,0.999545712,2655.54,34.24386181,4.428334992,5.26822,2655.54,0,0,0,0,0,0.643483,36.538,89.57
40.31224472,0.02,18375,8795.71157,3.26944187,7.52106295,3.00322143,0.532027,3800.46943,3835.33299,1.04855331,2250.36,22.71250428,3.798639508,7.91187,2250.36,1,0,1,10.7032848,1,0.686935,16.067,57.958
40.31224472,0.02,43091,16213.1218,0.245959297,5.11662446,154.543531,0.317444,3913.41431,6645.39151,1.93302108,3851.72,171.3936289,1.213491659,5.64734,3851.72,0,0,0,0,0,0.934291,547.6,1016.9
40.31224472,0.02,43315,16262.4333,0.397675362,3.51730883,176.798293,0.318088,3987.06451,5694.72763,1.97006538,3649.34,504.1406983,0.532862861,3.42079,3649.34,0,0,0,0,1,1.07638,443.03,742.75
40.31224472,0.02,41892,17063.6152,1.27344182,4.75556314,88.9774841,0.418147,5050.22183,7942.8696,1.91673096,4396.54,139.4804987,1.411338598,4.26324,4396.54,0,0,0,0,0,1.02674,163.56,362.67
40.31224472,0.02,42210,17105.6514,1.10194816,4.4995305,53.0194943,0.414357,5094.85385,7732.272,1.49678123,4385.1,142.0323538,1.478276667,4.43483,4385.1,0,0,1,10.2006558,1,1.00095,158.23,289.4
17.41537494,0.02,8189,3987.58498,0.198134841,1.6676387,615.199832,0.0802296,595.288509,2474.51446,1.8620338,1656.56,442.4191325,0.507926667,1.52378,1656.56,0,0,0,0,0,0.842158,1258.1,2152.3
17.41537494,0.02,7872,3845.4195,0.119997453,1.01865661,991.017239,0.0785061,576.69866,2567.8936,1.73024392,1681.93,894.7821735,0.268789695,1.59088,1681.93,0,0,0,0,1,0.813579,1973.8,1964.1
17.41537494,0.02,12408,5556.37606,0.183657552,1.60075645,470.681775,0.089539,921.507673,4541.75169,1.66379012,1941.2,938.5209336,0.313438138,1.79916,1941.2,0,0,0,0,0,0.871378,954.67,1272.1
17.41537494,0.02,12954,5721.75154,0.314126777,2.6624809,809.95968,0.0891616,981.050788,7298.18651,1.67324273,2106.37,660.9263059,0.459141609,2.18381,2106.37,0,0,0,0,1,0.876373,2580.6,1918.5
49.25811888,0.02,11422,4463.78038,2.3235146,11.8143824,1.59510922,0.108825,4980.68405,1748.97226,1.10475319,1151.11,8.187754977,-4.542380461,11.6715,1151.11,0,0,0,0,0,0.675929,5.9499,20.026
49.25811888,0.02,8321,3465.047,0.667814035,9.88849309,1.70141636,0.107679,4683.63799,1591.30686,0.531179938,1043.35,6.189189766,2.839159868,11.7582,1043.35,1,0,2,10.4842149,1,0.510539,10.652,16.288
49.25811888,0.02,29759,10482.5243,0.27442881,2.22918962,1075.5179,0.0810847,2863.85366,6751.65811,1.72671391,2822.48,907.612375,0.354429465,2.53052,2822.48,0,0,0,0,0,0.947987,1276.4,1428.8
49.25811888,0.02,30002,10592.9183,0.417780134,2.7046293,570.966517,0.0826612,2851.06195,4403.3232,1.55564014,2735.12,651.233098,0.440585831,2.49102,2735.11,0,0,0,0,1,0.94317,560.52,973.33
49.25811888,0.02,33759,11741.9477,0.758078952,4.29290186,112.392249,0.0883616,3988.08536,7074.57767,1.48123971,3056.3,102.2828681,1.352876667,4.05863,3056.3,0,0,0,0,0,0.857846,270.96,496.74
49.25811888,0.02,33855,11753.1199,1.40724468,3.82727113,81.827255,0.089647,4259.49492,8950.77062,1.41773337,3156.85,122.7563788,1.330092186,4.05322,3156.85,0,0,1,10.1916845,1,0.895226,113.55,280.15
17.41537494,0.02,7874,3800.21356,0.201738621,1.36462474,518.867236,0.0793752,588.422893,2530.287,1.28212119,1713.13,1301.211431,0.254757292,1.41581,1713.13,0,0,0,0,0,0.976402,1299.1,1322.6
17.41537494,0.02,8030,3850.48953,0.21456232,1.79194204,447.217903,0.079203,612.349467,3657.47133,1.53442775,1558.85,427.2156291,0.411624535,2.04867,1558.85,0,0,0,0,1,0.874871,606.31,976.98
17.41537494,0.02,14578,6268.55153,0.128428394,1.33944017,911.035319,0.0866374,1024.89964,3118.20722,1.80101363,2099.56,950.5430596,0.250824034,1.65391,2099.56,0,0,0,0,0,0.878829,1899.9,2393.7
17.41537494,0.02,14037,6106.89242,0.143318234,1.92230212,828.911586,0.0914725,1030.35765,3033.80288,1.72053668,2072.37,612.9508788,0.408676875,2.04057,2072.37,0,0,0,0,1,0.952948,1253.1,2168.1
49.25811888,0.02,29601,10462.6213,0.182767996,2.02714098,1129.47093,0.0808756,2542.84809,4568.62816,1.51833507,2778.59,2318.803758,0.198398007,2.13163,2778.59,0,0,0,0,0,0.973586,1962.9,1710.2
49.25811888,0.02,30009,10616.5085,0.20553088,1.62928378,1613.73432,0.0823086,2569.6898,5990.40207,2.27371988,3009.22,3202.119806,0.192980603,1.5075,3009.22,0,0,0,0,1,1.18284,1137,2197.4
49.25811888,0.02,35137,12153.3982,1.94829859,2.75669581,109.74825,0.0892222,3612.15257,5576.92171,1.55182669,3241.56,167.2747599,1.304415159,3.09311,3241.56,0,0,0,0,0,0.96114,102.93,288.66
49.25811888,0.02,35114,12145.0181,0.605054223,4.13090864,63.8597234,0.090078,3827.78804,5004.67929,1.66767545,3066.84,249.6379105,0.715293232,4.24068,3066.84,0,0,0,0,1,0.832983,227.98,218.1
17.41537494,0.02,8038,3870.41439,0.131983842,1.98272332,612.647508,0.0806171,647.626052,2847.75679,1.82108638,1845.16,841.3793647,0.207705478,2.19018,1845.16,0,0,0,0,0,1.09503,2332.1,3817.9
17.41537494,0.02,3467,2705.97098,0.2343579,4.95762118,28.2403261,0.0914335,119.229611,2270.89155,0.747966349,628.26,31.00110951,1.143508436,4.03515,628.26,0,0,1,1124.87169,1,2.84798,67.146,259.21
17.41537494,0.02,8646,4165.52563,0.146940459,1.49662261,360.287753,0.086514,702.546729,2457.15783,1.31711191,1668.42,495.1689422,0.434846013,2.39617,1668.42,0,0,0,0,0,0.914308,1245.5,713.3
17.41537494,0.02,8764,4182.96691,0.270454468,1.90834117,396.02321,0.0888864,799.07086,5030.88268,1.33982738,1703.5,544.1978766,0.464591009,2.23575,1703.5,0,0,0,0,1,0.789373,713.08,926.83
49.25811888,0.02,13461,5154.70189,1.08230549,3.42061445,42.4346195,0.0947924,3020.62283,2730.31622,0.916456706,1777.99,120.2137718,0.969150123,2.99415,1777.99,0,0,0,0,0,0.616149,73.441,134.02
49.25811888,0.02,13126,4992.25583,2.7028382,7.06443045,14.1377235,0.0959165,3383.46339,2250.00188,0.859651136,1499.58,37.50847624,-1.552563023,7.14633,1499.58,1,0,0,10.2877133,1,0.590153,17.887,78.812
49.25811888,0.02,29630,10351.6403,0.104078819,2.71113515,420.747124,0.0819777,3493.82866,4292.41776,1.22865403,2665.65,697.4103036,0.414904523,2.36001,2665.65,0,0,0,0,0,0.993574,2622.9,971.88
49.25811888,0.02,29969,10488.0461,0.171413134,3.09352966,375.470777,0.0815509,3627.14518,4730.5483,1.59705898,2767.93,1277.901331,0.265277379,2.6966,2767.93,0,0,0,0,1,1.11441,861.74,1281.8
49.25811888,0.02,30008,10515.0884,1.09757547,3.68978862,78.1976295,0.0883764,4780.16679,4627.32752,1.14150144,2735.08,143.7893404,0.983760287,4.90188,2735.08,0,0,0,0,0,0.784532,142.85,239.66
49.25811888,0.02,30367,10604.3183,1.58705425,4.05311568,65.4761734,0.088583,4759.86916,4987.58418,1.35273644,2928.27,124.2673343,1.275343697,4.18386,2928.27,0,0,0,0,1,0.689855,93.95,253.48
10.37596951,0.005,42062,17942.3239,0.291597318,2.18280228,1610.35974,0.20232,1269.20615,9109.04857,2.43290695,7065.36,1284.88235,0.54588188,2.14522,7065.36,0,0,0,0,0,1.71543,2803.4,6241.7
10.37596951,0.005,41841,18062.4554,0.338287963,2.39492834,1546.29009,0.214526,1361.49064,16495.9854,3.2713087,7903.2,3762.322158,0.277826638,2.39908,7903.2,0,0,0,0,1,1.64015,3381.3,5005.9
10.37596951,0.005,46918,20291.8028,0.118073101,3.18021927,1483.18956,0.239418,1658.43056,11136.3109,3.27023106,8408.01,832.7052479,0.519727805,4.28152,8408.02,0,0,0,0,0,1.81554,5021.1,5138.3
10.37596951,0.005,45651,20222.2292,1.31362114,2.4263302,220.324625,0.267223,1613.00218,18477.2841,2.59417219,9486.19,627.1472805,1.088319623,2.84853,9486.19,0,0,0,0,1,1.59934,529.58,1006.5
29.34767362,0.005,15551,7223.39711,7.92387003,12.8457508,2.93099092,0.298116,4226.88984,6416.44649,1.31287476,3031.4,1.359974824,3.72,11.16,3031.4,1,0,0,6.82777303,0,0.756875,6.4962,30.388
29.34767362,0.005,83596,31108.0097,0.303567297,2.77772857,1489.01276,0.23659,3634.80083,23190.7453,2.77047676,11048.9,911.4681835,0.701587434,4.93802,11048.9,0,0,0,0,0,1.53912,4207,5564.7
29.34767362,0.005,84452,31721.2209,1.13927195,3.02854269,223.747865,0.249337,3612.99477,21127.9542,3.20624881,11471.6,578.6160118,1.059191095,4.32687,11471.6,0,1,0,9.8325664,1,1.77485,735.98,1244
29.34767362,0.005,88499,33231.6726,0.77131875,5.3318806,115.662396,0.261856,5276.4863,15531.0756,2.98896968,11847.7,302.1029866,1.558836715,5.83431,11847.7,0,0,0,0,0,1.51453,410.41,702.93
29.34767362,0.005,84338,31874.2267,5.66263951,8.15096918,21.3154959,0.266143,7779.27691,16791.558,1.40968208,12039.8,33.70945583,7865.173315,8.43246,12039.8,11,1,1,13.145629,1,1.28316,48.299,189.19
10.37596951,0.005,40529,17379.3393,0.165176813,2.47891938,2219.52253,0.20035,1179.38768,18564.7818,3.12886056,8110.37,1567.450957,0.574841731,2.03036,8110.37,0,0,0,0,0,1.91499,5121.3,8024.4
10.37596951,0.005,40198,17539.9108,0.043330147,2.95067203,2986.61033,0.214115,1263.78491,14327.9603,2.86334873,8692.01,5591.179313,0.279985966,1.55274,8692.01,0,0,0,0,1,1.65656,12633,11277
10.37596951,0.005,53533,22537.131,0.121896453,2.67221266,1944.91925,0.238507,1691.97276,13075.9437,3.21403111,9890.43,2411.803969,0.391876305,2.73266,9890.43,0,0,0,0,0,1.79262,8248.3,7672
10.37596951,0.005,50614,21896.3174,0.808437353,3.6327203,295.582735,0.264867,1647.08905,11463.9394,3.66321689,8824.63,1704.019367,0.451497798,3.24455,8824.63,0,0,0,0,1,1.56713,986.91,1330.5
29.34767362,0.005,83819,31190.0833,0.106651045,2.87891623,1322.84366,0.233479,3075.86151,14249.935,3.2373806,10785.2,1813.340364,0.519125272,2.81719,10785.2,0,0,0,0,0,1.90586,11248,4876.3
29.34767362,0.005,83519,31450.8571,1.45678883,3.7303018,191.241561,0.250554,3257.49813,14481.1269,2.81073295,11002.7,584.8381164,1.082645161,3.76187,11002.7,0,0,0,0,1,1.69573,469.45,989.31
29.34767362,0.005,92090,34481.7358,1.00658575,4.49912475,90.7546757,0.263308,4614.20003,15526.0582,2.97994627,11828.5,204.9614789,2.339836575,4.88878,11828.5,1,0,0,6.82777935,0,1.47652,285.91,611.16
29.34767362,0.005,88366,33223.9022,5.97155455,6.91912622,33.7488495,0.264095,6772.64477,16726.247,2.28367376,12159.1,47.99677854,1878120.766,6.9033,12159.1,8,1,0,12.6887797,1,1.42972,54.606,234.55
10.37596951,0.005,1500,1201.81607,0.311634573,0.866962473,141.604553,0.33,53.4399171,2518.87615,1.44100987,950.981,394.1505409,0.37723,1.13169,950.981,0,0,0,0,0,1.09964,1540,896.94
10.37596951,0.005,41408,17578.4495,0.111027605,3.49744107,2790.01166,0.198126,1410.35695,10403.0609,3.12850181,7852.42,2661.715898,0.267668998,2.60332,7852.42,0,0,0,0,0,1.59248,16343,7978.2
10.37596951,0.005,31443,15172.8582,0.575454685,4.33919824,213.48301,0.195528,1383.94732,11604.3066,1.40352574,5016.14,177.9886162,1.160651528,5.3371,5016.14,0,0,1,2353.9366,1,3.76072,705.77,1914.6
10.37596951,0.005,38174,17003.1477,0.111606796,2.35053916,624.337362,0.229607,1433.456,16685.5118,2.50049788,8320.59,1029.649104,0.634791856,3.15505,8320.59,0,0,0,0,0,1.36971,3146,4703
10.37596951,0.005,39008,17420.0811,0.087003409,2.81767128,413.044829,0.243771,1376.60458,9332.97,1.85608404,7167.56,858.9510644,0.650907286,2.97733,7167.56,0,1,0,10.4503843,1,1.62163,2509.8,2243
3.668459202,0.005,1050,5361.1616,1.0455625,2.84275681,18.8985685,0.162857,2.62E-06,1720.28895,0.756862281,301.994,31.88178209,0.620766667,1.8623,301.994,0,0,1,4839.14496,1,4.45522,44.543,398.52
29.34767362,0.005,37682,15076.6906,2.12694267,4.96812134,39.2475628,0.269545,4098.63261,7437.00465,1.46667322,5730.91,111.1033117,1.801573772,5.29866,5730.91,1,0,0,6.82790219,0,0.793858,115.82,296.11
29.34767362,0.005,20582,9047.77311,11.1246409,10.2973081,3.39575967,0.28933,5556.85903,14515.6417,0.904899963,4357.87,8.510484081,3.211543564,13.8275,4357.87,8,0,0,12.3130588,1,0.703669,6.798,32.23
29.34767362,0.005,82679,30496.8343,0.428860523,3.90986349,493.032144,0.22845,3953.46275,14351.91,1.81834425,10805.7,857.7758444,0.811738992,3.89401,10805.7,0,0,1,29.8071592,0,1.59487,1191.3,2096.4
29.34767362,0.005,82450,30568.1299,0.917502053,4.12706383,272.930646,0.234263,3933.49983,12854.3105,1.81876447,9978.98,655.3925472,0.895336243,3.883,9978.98,0,1,0,14.4115769,1,1.59969,678.75,1417.2
29.34767362,0.005,81676,30648.1659,1.10196599,5.13665556,218.151463,0.252167,5724.25794,16432.1899,2.23614618,11596.5,872.5509103,0.752089773,5.88089,11596.5,0,0,0,0,0,1.40257,518.77,875.08
