Galactocentric Raidus,Cluster Metallicity,Number of Objects in the Cluster,Cluster Mass,Observational Core Radius,Observational Half-Light Radius,Central Surface Brightness Total,Binary Fraction,Half-Mass Relaxation Time,Total Luminosity of Cluster at 12 Gyrs,Central Velocity Dispersion 3d,Total V-band luminosity,Central surface brightness from King 62 fitting of cumulative luminosity profile from snap-2D.dat,Core radius obtained from King 62 fitting of snap-2D.dat,Half-light radius obtained from King 62 fitting,Total luminosity from snap-2D,Single Black Holes,Binary Black Holes,Black Hole Other Count,Mass of Most Massive Black Hole,Fallback Enabled,Central Velocity Dispersion,,
10.94992989,0.02,51761,20353.5458,0.087066054,1.83785364,4741.30537,0.0853732,1809.11599,13197.7771,3.31311812,6529.97,1961.008172,0.38137554,2.06391,6529.97,0,0,0,0,1,2.13366,10119,9918.2
10.99721428,0.02,52667,20680.2228,0.154629086,1.99413265,2753.50058,0.086183,1799.91846,11395.7407,2.39937406,5986.63,2493.473902,0.307038629,2.40788,5986.63,0,0,0,0,1,1.62154,3886.7,6667.4
10.99251197,0.02,51623,20230.5578,0.048709891,2.240956,2187.80862,0.0862406,1759.84994,12557.5622,2.87034661,5790.07,2592.661862,0.290675543,2.36469,5790.07,0,0,0,0,1,1.45884,14030,6233.5
10.99550553,0.02,52341,20630.572,0.178094283,2.19268927,1647.07542,0.0879616,1725.54849,11515.6078,2.58781073,6786.27,3454.028594,0.29021889,1.9392,6786.27,0,0,0,0,1,1.6407,5357.5,3546.8
10.96389993,0.02,52456,20632.2451,0.084018141,1.93604257,4788.95029,0.0851761,1800.36116,11812.9157,3.1749444,6397.17,2969.721238,0.297041739,2.24192,6397.17,0,0,0,0,1,1.92463,6643.9,11621
10.92314421,0.02,52568,20727.2072,0.379018671,1.78201654,1513.00428,0.0888944,1666.9102,10982.4452,3.17443078,6246.16,2024.583493,0.371888009,1.99129,6246.16,0,0,0,0,1,1.57064,1986.9,3506.5
3.881581374,0.02,352,3266.44407,0.103117061,2.684939,6.7995851,0.0823864,1.15E-04,172.33497,0.359526177,122.941,5.835524891,1.15108,3.45324,122.941,0,0,1,3071.90096,1,1.70171,21.237,76.801
31.05265099,0.02,22883,8901.46339,11.0517455,10.7123619,4.89791959,0.100031,5992.98636,5141.46049,1.1942882,2564.02,3.213975439,6.430110103,11.5916,2564.02,0,0,0,0,0,0.556489,5.1748,37.728
31.05265099,0.02,16231,6736.53824,7.00473687,9.66206012,3.39041479,0.106525,5366.27299,3577.39707,0.611941616,2349.76,4.167218394,26.44761361,10.6845,2349.76,7,1,0,10.5564448,1,0.654202,4.5215,25.752
31.05265099,0.02,83480,28734.9991,0.156132025,2.28062222,2196.47536,0.0799593,3503.10769,11514.8488,3.30108883,7213.27,2332.064404,0.365936699,2.06214,7213.27,0,0,0,0,0,1.58556,4404.5,4546.1
31.05265099,0.02,84522,29229.7044,0.202203295,2.14288418,2540.90043,0.0827359,3376.62506,12197.2046,3.20465979,7601.91,1753.572148,0.472503906,1.97614,7601.91,1,0,1,9.57318201,1,1.81033,3626.2,5043.3
31.05265099,0.02,90070,30783.5785,0.753436426,3.87064076,194.333995,0.0893638,5313.48255,13285.5718,2.27859405,7630.56,330.0837037,1.08296397,4.96378,7630.56,0,0,0,0,0,1.34536,332.63,724.16
31.05265099,0.02,89550,30601.826,1.77980968,4.96116717,134.048797,0.0891569,5745.14804,11832.6953,2.43903363,7393.2,246.8535128,1.29936743,5.19871,7393.2,0,0,0,0,1,1.36026,172.34,510.42
10.97877004,0.02,41210,16467.5698,0.124842972,1.11548848,4998.9934,0.0707595,1234.03815,8713.18818,2.5424551,5355.93,9284.587942,0.141952681,1.41213,5355.93,0,0,0,0,0,1.73845,9711.6,7728.8
10.97877004,0.02,41827,16636.353,0.192032133,1.21018142,5001.81044,0.0705047,1264.18914,9032.38101,3.11715061,5637.59,5254.696339,0.214082515,1.37805,5637.59,0,0,0,0,1,1.43105,5434.1,7661.9
10.97877004,0.02,56578,21728.4845,0.174970179,1.70770871,5600.47506,0.0839549,1798.51113,11151.3097,2.58721161,6753.83,4209.206068,0.250331434,1.983,6753.83,0,0,0,0,0,1.84562,7783,9674.3
10.97877004,0.02,57444,22162.7985,0.331073941,1.9709598,1006.36014,0.0877376,1727.07336,10133.2005,2.14147245,6424.42,1447.628371,0.521172241,1.9376,6424.42,0,0,1,15.8303184,1,1.63979,1876.2,4175
31.05265099,0.02,83913,28936.5934,0.178218442,2.55805381,3317.97076,0.0801544,3009.70054,12261.0628,3.52322269,7543.22,2762.480628,0.329907301,2.20653,7543.22,0,0,0,0,0,2.23701,5740,5798.5
31.05265099,0.02,84890,29343.1625,0.500529721,2.19950038,1348.12939,0.0839086,2963.16255,11530.132,3.16060349,7201.36,1383.028332,0.50512732,2.50224,7201.36,0,0,0,0,1,1.88958,1776.8,2679.1
31.05265099,0.02,93218,31704.5839,2.22738715,4.32490701,145.861681,0.089103,4917.8551,13354.5225,3.02670594,8285.72,213.4376346,1.595157197,5.07018,8285.72,0,0,0,0,0,1.33019,180.36,615.68
31.05265099,0.02,92541,31508.0563,1.97066392,5.15992146,83.5553546,0.08969,5394.96124,14372.137,1.9253707,7984.77,121.9084668,2.513109813,5.35496,7984.77,2,0,0,10.3189656,1,1.40752,125.02,474.34
10.97877004,0.02,4159,2584.20604,0.053450647,1.03734932,1079.77165,0.106997,188.095999,4244.02582,1.76516532,1758.32,2213.492024,0.189074584,0.983677,1758.32,0,0,0,0,0,0.862821,3354.5,3985.4
10.97877004,0.02,4102,2593.25759,0.480578997,1.48790305,300.260062,0.127499,190.269048,3801.79305,1.87675089,1615.22,601.8736398,0.328369583,1.7357,1615.22,0,0,0,0,1,0.983143,487.92,814.32
10.97877004,0.02,39646,16115.7009,0.095316609,2.00855818,4464.84997,0.066665,1396.90533,10114.8345,3.38220429,5513.99,2383.380693,0.295919124,2.06365,5513.99,0,0,0,0,0,1.79215,5246.2,11988
10.97877004,0.02,35019,15299.5322,0.162398744,4.07579755,242.290257,0.0608241,1625.44806,5781.26665,1.40509515,3733.64,146.6006853,1.322477083,3.98058,3733.64,0,1,0,1984.57487,1,4.40386,624.08,1669
10.97877004,0.02,40612,16488.3126,0.052371382,1.83091135,1138.29556,0.0795085,1588.93421,7988.93241,2.37557988,5174.68,2092.567117,0.381041436,1.78562,5174.68,0,0,0,0,0,1.17132,4780.1,4283
10.97877004,0.02,38541,16231.1997,0.362638099,4.04962129,182.937932,0.07649,1930.14845,7096.11022,1.60105114,4614.8,114.4988319,2.037946044,4.34729,4614.8,1,0,0,975.467037,1,2.80264,225.1,1216.8
3.881581374,0.02,207,2584.07162,0.255360249,0.633970916,27.1131478,0.0917874,3.80E-05,42.2220688,0.997516651,32.6869,3.161826936,0.252338,0.757014,32.6869,0,0,1,2456.62615,0,2.89458,231.18,6230.5
31.05265099,0.02,38447,13978.5597,1.2579416,5.16096882,80.0553289,0.0913725,4472.22752,6146.15689,1.57633888,3920.97,124.384963,1.212915654,5.86919,3920.97,0,0,0,0,0,0.899733,116.04,274.98
31.05265099,0.02,37757,13750.3449,0.896595791,5.88408367,47.227942,0.0907646,4890.63041,6113.35698,1.10311419,3846.95,65.5997117,1.909527047,6.27999,3846.95,0,1,0,11.317121,1,0.880551,67.091,154.16
31.05265099,0.02,81848,28039.3368,0.266539771,2.90594211,2199.95202,0.0771674,4220.89167,12076.9236,3.07359671,7386.81,3326.876415,0.26044756,3.53605,7386.81,0,0,0,0,0,1.68964,2752.4,4274.8
31.05265099,0.02,82159,28192.7788,0.568536783,3.28828698,943.383018,0.0789932,4063.78619,13983.9839,2.28305205,7567.26,757.5724334,0.71305144,3.21541,7567.26,0,0,0,0,1,1.49258,1047.3,1983.1
31.05265099,0.02,82515,28378.3968,0.907224517,5.33973821,427.394607,0.0859601,6113.2514,11480.7752,2.15019539,7124.75,743.7740848,0.591386021,5.01104,7124.75,0,0,0,0,0,1.20888,432.91,1047.7
31.05265099,0.02,82355,28344.49,1.02222226,4.7320034,167.1256,0.0878757,6182.48603,12102.8434,1.59373502,7272.14,215.9319145,1.481007644,5.38139,7272.14,0,1,0,10.3687964,1,1.24708,225.58,636.61
3.940394146,0.005,571813,206451.008,0.099608189,2.34930927,17501.4043,0.134196,3178.52885,101565.101,3.93017124,72723.6,5524.640644,1.046097969,2.4593,72723.6,0,0,1,6824.8947,0,13.2348,22255,32163
3.940394146,0.005,565064,205779.017,0.712090135,1.85888799,6450.78233,0.170108,2928.13219,105285.046,6.49104055,75704.7,13287.99612,0.590216932,1.9734,75704.7,7,1,2,10.701192,1,5.36078,9516,19644
3.940394146,0.005,588691,216956.41,0.560738239,2.08102445,11426.5745,0.197875,3785.92691,123884.312,8.48320588,83398.5,24959.96581,0.388123779,2.1933,83398.5,2,1,0,10.032922,0,5.53037,15144,25402
3.940394146,0.005,537104,201592.068,2.84937612,4.65927968,783.228554,0.206252,5931.02734,90003.7659,2.86803246,67682.3,1032.653864,2.639596775,4.94201,67682.3,147,6,6,19.3411238,1,4.86652,980.12,4335.5
1.393139711,0.005,93757,58669.6548,0.057070706,1.72940121,29615.5876,0.106339,362.711538,33236.8309,3.26141103,25365.9,2676.220899,0.934625791,1.9777,25365.9,0,0,1,14017.3694,0,24.4935,30004,77802
1.393139711,0.005,151954,78214.9681,0.03770246,1.7807447,15761.1319,0.118338,631.858568,60063.4244,6.92734662,42103.5,8593.030983,0.525852445,2.00065,42103.5,0,0,1,3926.30847,1,19.1724,24140,55748
1.393139711,0.005,173263,87526.2072,0.195497092,1.69273819,9308.82483,0.13614,734.499891,67592.8587,5.70986347,46506.6,6997.882647,0.729043298,1.79632,46506.6,1,0,0,4095.81624,0,11.072,14455,36227
1.393139711,0.005,154814,81171.0333,0.367353909,0.995928185,12773.5333,0.194743,533.533666,65311.5943,5.95140538,43794.5,25416.24951,0.312085719,1.26576,43794.5,7,1,1,9.93262411,1,5.08498,23896,34127
11.14511769,0.005,147568,60761.6317,8.0665712,12.266283,25.6963679,0.276557,11056.2692,39247.1984,2.00215659,22582.1,52.73844376,4.064553795,11.9339,22582.1,2,0,1,19.6305615,0,1.67523,38.77,215.35
11.14511769,0.005,691360,245686.596,0.43035651,2.5809704,10743.3858,0.197558,4918.57401,130917.465,9.93568711,84174.9,12790.26093,0.574781223,2.78938,84174.9,0,0,2,6.71141602,0,5.36992,15851,24906
11.14511769,0.005,672333,241025.997,2.51117984,4.79778131,864.562202,0.203701,7746.3984,110331.549,3.90021032,80660.6,1425.861362,2.273722956,4.97537,80660.6,147,8,5,14.9526397,1,4.95379,1295.9,4771.3
11.14511769,0.005,680977,248361.324,2.04001917,5.19420032,1095.43173,0.237259,9711.63554,124718.708,8.11633256,88236.9,1276.67767,2.501277152,5.94288,88236.9,2,0,0,5.17060856,0,3.79618,1570.4,4823.6
11.14511769,0.005,653386,242679.461,6.1237331,8.78123185,276.641187,0.237581,14814.8545,107521.201,4.24831545,78866.8,388.0221828,3.183108205,8.9964,78866.8,316,5,7,20.5347176,1,4.47135,289.21,1941.8
3.940394146,0.005,547566,199301.743,0.625373499,2.2110383,14514.8553,0.139432,2664.63799,95394.0734,3.75680771,68813.6,5852.472717,1.07610593,2.23762,68813.6,0,0,1,6001.83888,0,9.65334,8710,30664
3.940394146,0.005,557976,203349.38,0.751913872,2.04883359,6417.92981,0.168577,2730.8189,105031.252,8.4152505,75931.9,9542.382854,0.756989298,2.16615,75931.9,18,1,1,11.7023176,1,5.74317,9627.6,18954
3.940394146,0.005,621847,227499.848,0.813417998,2.09250009,8521.7656,0.196439,3409.96753,106614.548,6.03587565,79038.1,11167.24237,0.68622776,2.19316,79038.1,2,0,2,19.7624382,0,5.65544,9422.5,22343
3.940394146,0.005,572809,212277.727,0.635967941,3.86335778,1033.34409,0.201805,5472.39689,111111.46,3.62449577,78920.9,2246.886118,1.720862511,4.02,78920.9,169,3,4,15.6104974,1,5.09843,3159.6,5683.7
1.393139711,0.005,84895,55295.2777,0.166681422,1.88889604,12102.1883,0.108357,300.632435,37982.3253,8.53430834,25288,2869.416268,0.808995248,1.99394,25288,1,0,0,14396.0213,0,25.6057,16713,45331
1.393139711,0.005,131702,70809.8842,0.043594614,1.41920626,18302.5405,0.123893,574.326268,56085.5344,3.17530713,39600.2,9061.414906,0.542473565,1.73831,39600.2,0,0,1,4684.70104,1,20.3819,34357,53556
1.393139711,0.005,205800,99554.1122,0.07728728,1.72758118,12776.9242,0.136079,825.791783,60944.3361,2.96907513,45717.5,6392.02946,0.804423183,1.76676,45717.5,1,0,0,4338.94838,0,10.2367,24292,35221
1.393139711,0.005,169935,87109.0428,0.513094938,1.50701882,8048.6476,0.198488,628.259106,70353.8285,5.41176316,47042.4,12225.54132,0.506570234,1.58612,47042.4,7,1,2,11.0367708,1,4.88487,10938,19803
11.14511769,0.005,700091,248004.805,0.421743535,2.03714051,8101.73056,0.194688,4123.77795,137558.38,8.37301086,92583.3,16003.7585,0.578629749,2.1152,92583.3,2,1,0,20.0050814,0,5.73603,17433,22127
11.14511769,0.005,673198,240773.125,2.62499155,4.62428893,1093.99061,0.199859,6790.03563,114397.497,5.10833983,85196.9,1369.006764,2.530611476,4.93871,85196.9,183,6,2,20.0349255,1,5.44674,1375.1,5390
11.14511769,0.005,697552,254050.437,3.22994621,5.3709167,707.748799,0.238848,8875.4065,113168.899,9.06433219,83313.5,1034.157059,2.86722425,5.55453,83313.5,1,0,0,12.1125856,0,4.15692,927.63,3754
11.14511769,0.005,672239,249255.23,4.91066078,7.83102408,291.801947,0.234552,12577.2726,126767.96,3.1135657,85370.7,450.4633524,4.898719413,8.15667,85370.7,369,5,6,20.3571153,1,4.46486,384.29,2259
3.940394146,0.005,173960,74740.8804,0.540563012,1.89997366,5252.4575,0.21824,1833.95315,53789.0959,5.86776712,38335.1,12912.87797,0.384723276,2.02987,38335.1,0,0,1,5.63698643,0,3.2691,8884.1,12978
3.940394146,0.005,547231,196807.011,0.334442747,3.21772803,47989.8647,0.124523,3941.28279,90313.8974,6.02824571,65512.5,3489.868544,1.142081999,3.41605,65512.5,1,0,0,10615.5119,0,12.198,9871.1,27930
3.940394146,0.005,523430,192543.428,0.190081887,3.09140292,54492.3388,0.124819,3966.64449,97284.3641,6.57096872,67212.5,4859.223364,0.912100059,3.35845,67212.5,1,0,0,15441.3709,1,16.3618,12029,37382
3.940394146,0.005,532974,194016.373,0.072635725,3.46812908,34883.3261,0.148579,4864.26132,95696.5745,3.30460339,67483.5,2546.771268,1.410648229,3.70789,67483.5,0,0,1,6176.95996,0,14.245,11054,19566
3.940394146,0.005,503363,185022.429,1.83084338,2.95257854,1926.23921,0.179727,4831.04472,107136.458,4.80974254,72586,2383.689625,2.068390947,3.05858,72586,14,4,1,14.4410042,1,4.24735,2669.1,6342.1
1.393139711,0.005,56197,42137.1882,0.163662903,1.80615802,5030.95387,0.107977,143.027611,20473.9653,11.0506054,16282.7,3154.947888,0.587405379,1.82415,16282.7,1,0,0,14468.2024,0,24.6856,13128,17602
1.393139711,0.005,60636,50374.0207,0.041879691,1.58383043,18656.3813,0.103404,43.6637303,26716.6647,2.94940485,15880.7,7670.562518,0.294321663,1.72834,15880.7,0,0,1,22559.8584,1,35.5682,20705,48304
1.393139711,0.005,40363,32496.6899,0.089683748,1.68618306,2492.14946,0.132993,133.216226,20513.5295,16.2461237,15873.6,3935.262094,0.442856192,1.98287,15873.6,1,0,0,10325.9096,0,25.7647,7940.2,13056
1.393139711,0.005,27330,30074.4212,0.035156681,1.51067423,8180.0607,0.129711,5.75E-05,15840.2728,2.24150105,11318.5,3771.230661,0.393188475,1.88245,11318.5,0,0,1,15306.5756,1,25.0599,24364,26101
11.14511769,0.005,310529,117259.769,1.07524457,6.27451667,560.702128,0.248637,8504.99258,68508.9664,5.12534817,41063.6,1162.674012,1.438978366,5.85214,41063.6,0,0,0,0,0,2.63247,1021.1,2537.8
11.14511769,0.005,251751,99217.5299,7.99269339,10.9730154,56.9589432,0.255105,12953.4246,45648.6755,3.17418549,34175.2,72.21602335,13.00100168,11.3768,34175.2,184,4,8,19.9926532,1,2.81133,66.162,510.9
11.14511769,0.005,690561,240267.056,0.670358125,4.53072059,10084.8607,0.153955,7270.21126,118779.392,4.7042908,83203.1,2582.370052,1.465787033,4.77088,83203.1,1,0,0,6246.15864,0,7.84411,4381.7,13415
11.14511769,0.005,676443,237994.425,0.320681006,4.79478571,12055.6684,0.156294,7779.41423,100684.178,3.14057099,73973.7,2172.105878,1.410101089,5.08386,73973.7,1,0,0,9142.56456,1,9.09599,4804,13171
11.18344935,0.005,663027,234728.97,1.06787453,5.11734421,2573.64796,0.19753,11060.7668,112780.333,2.17196446,80702.2,2439.251351,1.3717883,5.39923,80702.2,2,0,0,778.00811,0,4.20999,3033.8,8216.8
11.14511769,0.005,629705,229529.929,5.36980444,8.23159876,332.186684,0.221224,14891.403,104874.836,3.45115602,76118.3,325.3525558,10.54118885,8.73715,76118.3,161,8,1,19.9776115,1,4.04772,350.89,2019.1
3.397451159,0.005,155387,74507.12,2.44907728,3.58345291,197.909439,0.311661,2559.64356,48410.9305,4.6551766,34828.4,545.9768556,3.802666284,3.66737,34828.4,0,1,0,21.6855022,0,2.65806,635.1,1484.4
3.397451159,0.005,960841,308842.003,0.094208438,2.23833361,44994.2229,0.0795647,3953.30586,149494.053,12.2444739,106365,8533.184948,1.034331736,2.46576,106365,1,0,0,12515.7188,0,14.4336,29469,47575
3.397451159,0.005,927670,299484.528,0.284538509,1.48827574,42467.0979,0.10932,3385.2575,158069.609,3.76480289,109792,45676.90664,0.348826886,1.60102,109792,0,0,1,265.273382,1,7.47676,51530,66115
3.397451159,0.005,968586,323036.713,0.282240643,2.1863293,27526.5586,0.158516,4717.10031,164310.703,12.5045949,117880,24404.62588,0.563436431,2.56705,117880,3,0,1,8.62327107,0,6.79404,44958,52705
3.397451159,0.005,962534,321871.985,0.997267482,2.64493195,4428.71762,0.164195,5258.62076,161376.794,4.53674727,111377,8626.039732,0.961437615,2.75739,111377,27,3,3,12.8964174,1,5.98857,8183.6,18476
1.201180377,0.005,344111,145172.949,0.05246163,1.97599432,122158.669,0.057403,1158.29224,92492.0135,12.0372054,61945.3,7655.946663,0.738912894,2.199,61945.3,1,0,0,19658.7664,0,27.3388,40736,106700
1.201180377,0.005,358554,148508.194,0.097727959,1.68628488,75878.1849,0.0632122,1244.64479,94770.3983,6.61981041,62776.8,9142.544216,0.667916514,2.11532,62776.8,0,0,1,13945.3673,1,22.2146,38809,84436
1.201180377,0.005,451430,182230.381,0.124229289,1.91794173,27325.8868,0.0860931,1584.77361,100365.966,11.3611288,72973.4,9270.873888,0.777149607,2.01089,72973.4,1,0,0,11359.8048,0,20.6277,26353,80014
1.201180377,0.005,440175,177153.798,0.124705021,1.25556974,42144.4261,0.108675,1275.94783,128173.028,3.81718239,87270.8,42612.42028,0.347048085,1.36388,87270.8,0,0,1,2636.63649,1,11.8152,53529,65720
9.609443013,0.005,385346,153047.577,6.95464779,12.200584,38.2132449,0.367444,17884.6663,82724.5077,2.78978338,59474.1,88.25394823,6.253690725,13.9303,59474.1,3,0,1,21.5139074,0,2.50468,93.02,490.69
9.609443013,0.005,351927,141133.101,12.9134233,13.4368984,26.996413,0.346038,19117.093,67765.3838,2.55408968,48478.7,65.0915388,5.124086428,14.2645,48478.7,137,11,1,32.6825344,1,2.51231,56.163,467.9
9.609443013,0.005,1090851,353696.435,0.403980173,2.40287722,21538.8877,0.158846,5704.06687,156437.72,8.13752714,113574,25892.98474,0.4423744,2.55085,113574,1,0,2,21.8912979,0,6.88113,27068,47818
9.609443013,0.005,1086103,352997.243,0.942713841,2.91671028,4691.89172,0.163388,6332.3607,161144.505,10.0906003,114897,6891.969877,1.093876915,3.14605,114897,22,1,6,12.4271524,1,6.4605,7355.7,19055
9.609443013,0.005,1054252,360787.343,1.17925417,4.82183241,1445.42599,0.229522,10871.7899,168101.654,7.27126932,118285,3390.938551,1.474367584,5.44942,118285,2,0,2,20.8736469,0,4.92839,2730.8,8341.4
9.609443013,0.005,1048579,358038.341,3.34151893,6.07588132,709.89351,0.222267,13092.5411,165536.116,3.55810154,115594,1082.585578,3.17408318,6.23656,115594,89,6,9,24.7088347,1,5.25481,1058.4,4966.2
3.397451159,0.005,910153,295323.435,0.066141944,1.60577028,27512.085,0.0926844,3118.41734,145487.763,13.0073648,98796.7,26142.722,0.474963024,1.74239,98796.7,1,0,0,6996.55316,0,13.4789,63118,58290
3.397451159,0.005,915312,295645.94,0.294643282,1.27100571,46276.261,0.106511,3087.10083,157397.564,3.60744708,109802,46693.4909,0.370465873,1.42172,109802,0,0,1,435.421932,1,8.96036,48735,66192
3.397451159,0.005,1009047,334616.356,0.523060332,2.12631404,16149.1535,0.158885,4145.38699,184889.698,11.1006351,122438,28241.96278,0.460421583,2.11965,122438,0,0,1,9.09723709,0,6.94104,24875,38081
3.397451159,0.005,991184,329393.894,1.71131715,2.53427271,4135.92157,0.16154,4990.10853,156486.957,6.00916428,113501,6715.109831,1.236426935,2.74291,113501,45,2,8,15.3886128,1,6.15792,6020,16965
1.201180377,0.005,319527,139261.412,0.163829118,1.7825042,43742.5874,0.056906,1029.37423,76185.1324,6.89909047,53644.9,30557.19783,0.263416252,1.84914,53644.9,1,0,0,21713.1634,0,30.5632,54460,98168
1.201180377,0.005,343450,145653.076,0.061729969,1.5044861,48100.8028,0.0692153,1150.02738,98544.8534,14.5011669,70909,39566.66664,0.288270093,1.52673,70909,1,0,0,12011.288,1,24.9648,203690,84577
1.201180377,0.005,485359,191870.807,0.124631179,1.69973214,25327.3387,0.0938542,1448.51723,101951.406,3.81352547,74263.7,11815.98769,0.693282986,1.84375,74263.7,1,0,0,7483.1493,0,15.538,26980,74082
1.201180377,0.005,473673,188883.137,0.10082148,1.5757623,50999.967,0.111047,1347.76739,130236.601,4.62887072,77778,14301.80803,0.687641195,1.56219,77778,0,0,1,4625.21543,1,14.2773,42303,67234
9.609443013,0.005,1105055,357434.006,0.504132444,1.99552056,13627.439,0.157551,4801.55313,162828.508,8.32794869,115912,21806.21241,0.564372024,2.06146,115912,0,0,1,14.3356626,0,6.75337,22368,39379
9.609443013,0.005,1093912,354011.019,1.36994603,2.85649812,4227.88994,0.158192,5783.93643,165190.333,9.39106571,115484,6306.490043,1.228221621,3.03784,115484,44,3,4,16.3591905,1,6.53995,5702.3,17001
9.609443013,0.005,1076017,366619.309,1.51740826,4.60678601,1216.35955,0.226355,9969.88837,184109.662,4.98008349,126853,1675.321708,3.224311533,4.99963,126853,1,1,1,21.5139074,0,5.23546,2616,6788.4
9.609443013,0.005,1071344,363884.839,3.73543602,5.8594416,585.673808,0.215725,11861.4178,162165.551,12.0500514,116416,950.657523,5.102925612,6.26314,116416,126,8,7,29.8463691,1,5.39592,992.73,4791.9
3.397451159,0.005,362472,136876.25,0.517832246,2.65976354,3193.21986,0.19644,3192.20727,84838.6711,8.13478998,57435.4,9338.172398,0.564665058,2.44712,57435.4,0,0,0,0,0,4.03869,8984,12053
3.397451159,0.005,337945,129131.012,0.629037199,2.80596131,1506.47669,0.202746,3272.45639,67187.6727,7.53014974,49049.4,3363.484145,1.026362627,2.92675,49049.4,0,0,0,0,1,3.77955,4407.6,6644.9
3.397451159,0.005,927387,292207.932,0.171859277,2.47614118,862689.351,0.0738365,4767.26675,152152.743,14.04836,104481,6328.123506,1.063344119,2.64088,104481,1,0,0,13432.3337,0,13.7757,17100,53233
3.397451159,0.005,913036,290508.965,0.15147355,3.03898672,344652.954,0.0740146,4784.52345,140454.111,91.0276907,96817.7,10513.37888,0.664724274,3.12712,96817.7,1,0,0,16346.6436,1,17.0959,46968,49977
3.397451159,0.005,926146,299077.15,0.081997356,3.54215343,377633.675,0.104532,6270.16783,134509.279,13.103806,95865.6,4530.498709,1.150494297,3.87294,95865.6,2,0,0,8377.69853,0,11.2009,32243,36526
3.397451159,0.005,910468,296504.219,0.259720659,3.46942843,141299.467,0.107109,6313.60443,166427.033,11.0730352,111255,6070.939493,1.09220326,3.28661,111255,1,0,0,9888.18409,1,12.995,21497,34260
1.201180377,0.005,664,7855.88262,0.588744417,1.22503371,26.7817312,0.207831,1.12E-05,637.051448,0.810127312,531.271,59.96055491,0.326029,0.978087,531.271,0,0,1,7358.13336,0,8.03505,220.58,435.25
1.201180377,0.005,276170,122734.982,0.035014292,1.89858176,59000.988,0.0569504,925.576664,66801.4428,18.4987932,47520.4,6840.894304,0.68022217,2.04621,47520.4,1,0,0,21916.7281,0,36.9648,49517,115950
1.201180377,0.005,266285,124251.268,0.061035326,1.97790849,160937.812,0.0546745,748.267607,55857.6694,11.2375546,41743.9,6876.528394,0.585665199,2.2155,41743.9,2,0,0,29148.7015,1,34.492,64267,104020
1.201180377,0.005,270321,121095.275,0.034223946,2.19379542,109407.36,0.0781737,1105.39726,82213.3576,59.0642589,53958.7,5490.824161,0.824494602,2.32382,53958.7,1,0,0,13337.6444,0,27.6792,35416,76892
1.201180377,0.005,244482,115434.368,0.090059967,1.89901656,40329.5031,0.0790365,937.186094,67359.366,17.4835261,49765.5,10511.87239,0.47983404,2.10256,49765.5,1,0,0,18237.1703,1,28.7212,46897,104910
9.609443013,0.005,527305,191001.38,1.07218411,6.28684653,1042.04665,0.276108,11514.9195,85040.2664,3.19506732,62013.4,1914.410677,1.213807814,6.71412,62013.4,0,1,0,17.9059786,0,3.36883,2025.4,4449.2
9.609443013,0.005,511673,184526.855,3.51393453,8.62928101,271.332343,0.26507,13411.1663,93272.304,2.30312195,64372.7,435.5272612,3.141921856,8.93007,64372.7,37,3,2,30.7076529,1,3.23094,391.47,1828.3
9.609443013,0.005,1100197,344618.428,0.436067227,3.95986768,2127995.84,0.107413,8325.68413,184010.859,9.55965448,120975,13825.19447,0.635143079,3.26859,120975,1,0,0,8744.61695,0,10.3112,9032.3,25915
9.609443013,0.005,1086726,344156.635,0.394767131,4.12952532,207272.51,0.108708,8645.26404,155128.813,19.31614,108160,4562.947882,1.13383356,4.60241,108160,7,1,0,12699.0257,1,11.3102,10294,24131
9.609443013,0.005,1072060,349406.694,0.713937973,5.85582165,24366.0999,0.155424,13810.3283,155806.76,13.7133115,109883,2892.97786,1.33464481,6.7684,109883,1,0,0,6083.17117,0,7.48639,5227.9,13402
9.609443013,0.005,1017768,343223.744,0.711914914,5.41197295,2116.70023,0.208795,13417.2728,179163.688,4.62777891,120786,4510.507229,1.191663611,5.21395,120786,13,3,3,22.2381216,1,4.63972,5477.9,8867.6
4.145614538,0.005,530436,187520.083,0.263815564,2.14521472,22761.4086,0.0490804,2837.86343,99357.1243,5.67763517,70714.3,7240.733226,0.919554987,2.07567,70714.3,1,0,0,4438.07003,0,9.05351,13078,31254
4.145614538,0.005,542276,189599.67,0.869441896,1.89520848,7949.3994,0.0617435,2865.75257,104201.519,10.234534,74000,8601.600916,0.856909654,1.98689,74000,12,0,2,11.1597898,1,5.44215,7475.7,18172
4.145614538,0.005,577521,201671.484,0.474748106,2.08451908,14608.0217,0.0713532,3597.30872,115672.841,6.22507562,80245.6,21978.59944,0.43541993,2.0136,80245.6,1,1,0,18.6351239,0,5.56354,19180,31387
4.145614538,0.005,523178,184895.785,2.32087344,4.80932831,1104.08568,0.0731434,6126.58336,91871.4501,3.8846186,67734.2,904.8772416,2.825491436,5.01582,67734.2,152,5,2,15.5317946,1,4.62904,1165.5,4507.6
1.465696076,0.005,82388,52415.8466,0.091945835,1.80815906,14568.0351,0.0392897,315.017764,35897.2459,7.24718341,24030.3,3382.547575,0.732113186,1.94002,24030.3,1,0,0,13429.3652,0,39.8936,11878,47777
